id,text,emotions
3913,"I ""cooked"" the engine in my father's car - it was actually his 
fault because he hadn't fixed the temperature gauge or told me. 
When I finally got home I was absolutely screamed at and the 
anger I experienced was over the injustice of it all plus the 
huge row which developed.",anger
3914,"This sounds really predictable and usual but it was absolutely 
heart-rending at the time. My first lover (I was 15) just rang up 
one day and announced that he had found another woman. I never 
saw him again and it hurt because I was positive that it was 
""TRUE LOVE"" !!",sadness
3915,"I once saw an old man up the road, fossicking through the rubbish 
bins and the gutter. I was really disgusted at first but I've 
seen him a few times since then and now I feel really sorry for 
him and I often give him cigarettes when I see him, because he 
mainly goes after cigarette butts and it is revolting.",disgust
3916,"A holiday at a whitesand deserted beach. A cool evening near the 
end of summer and we had a fire in the sand - toasted 
marshmellows, cuddled and drank champagne.",joy
3917,"Skiing down a very icy slope, very fast in white-out conditions. 
Out of control with no idea of what I was doing or where I was 
heading.",fear
3918,"My best friend at school told lies about me to a boy I was seeing 
and went out with him herself.",anger
3919,"I found a baby opposum on the road and took it home and cared for 
it for a week. It had to be force-fed and carried in a fur pouch 
under my jersey. My father had the vet put it to sleep as he said 
they carried diseases.",sadness
3920,"A boyfriend with whom I split up with came over to a friend's 
house where I was visiting with a male friend. In a confrontation 
in another room he tried to find out if I was aroused by my 
friend by feeling my parts.",disgust
3921,"Winning a race that I had been training for, for many weeks. 
(Running Race).",joy
3922,"When I was very young and we moved as a family to Auckland from 
Wellington, this meant new school and friends (etc.).",fear
3923,"When someone ignores what I am saying or doesn't let me have my 
point of view and they monopolise a conversation.",anger
3924,"When I got into an argument with someone and was very abusive, 
but they were a close friend and I later regretted it.",sadness
3925,"When a close relative got quite drunk. It was a relative that I 
had respected for a long time and looked up to as a child.",disgust
3926,"Listening to the opening bars of Tchaikovsdy's symphony No.2 
fourth movement at my sister's wedding.",joy
3927,"As a passenger in a vehicle travelling from the steep side of 
Arthur's Pass in the middle of a sleet-storm, icy roads, sheer 
chasms to one side, sheer face to the other.",fear
3928,"As in sadness (A), relating to this slaghter of fur-seals.",anger
3929,"A) A documentary in which baby fur seals were being 
clubbed/spiked to death by Canadian seal-hunters. Brutally 
graphic.
B) Description of a disfigured orphaned child in Hiroshima 
calling for her mother.",sadness
3930,"The repression of rioting and non-rioting ""Blacks"" in South 
Africa by the police of that ""Democracy"".",disgust
3931,"Seeing my sister after about 2 years of not seeing her. Only 
spent 1 hour or so before she was off overseas with her husband 
for 3 months.",joy
3932,"I imagined I heard footsteps up the hall while sleeping in bed 
one night by myself in the house.",fear
3933,"Stopped at a Fast Food shop with friends and a few locals wanted 
to fight us for no apparent reason. They hit and picked on one of 
my friends.",anger
3934,"My father recently having a heart attack - spending a few months 
in hospital.",sadness
3935,"My flatmate and close friend living and sleeping with another 
close friend of mine.",disgust
3936,Talking with someone I admire a lot.,joy
3937,Held under water by a large wave and thought I was drowning.,fear
3938,"Came back from surfing to find car broken into and gear and money 
stolen.",anger
3939,Caused a family disturbance.,sadness
3940,Friends calling me fat - pear shaped in front of a nice girl.,disgust
3941,I was "best man" at my brother's wedding a year ago.,joy
3942,Mugged while on holiday in the U.S.A.,fear
3943,"I am one of four directors of a company. We inherited land held 
by our family - ours is the 5th generation. A ""democratic"" 
decision was made to stap-bank an area of mangroves.",anger
3944,"Social situation - at the pub - a close friend of 2 years told 
the group around us of advances I had made.",sadness
3945,"A drunk walked out in front of a car at night. Both lower legs 
were broken. His shoe was thrown about 50 yards after the 
accident.",disgust
3946,Hearing my girlfriend accept my offer of marriage.,joy
3947,Canoeing across harbour in winds - 20 knots and rising seas.,fear
3948,"Brother continually interupting while I was talking on the 
telephone.",anger
3949,Hearing of the death of a friend who had been skiing.,sadness
3950,"Flicking through a magazine showing pictures of homosexual men 
committing various acts.",disgust
3951,When I found out I had passed all of my university exams.,joy
3952,"Almost crashing into the back of a car while driving along the 
motorway on my motorcycle.",fear
3953,When my girlfriend of two years told me it was all over.,anger
3954,"A person I really like left for overseas for a few months, I had 
hoped to go out with her soon.",sadness
3955,"I deliberately avoided a person who I wanted to hurt, and who 
wanted to talk to me.",disgust
3956,"When I received my U.E. accredited as I was totally unexpecting 
it and I was so happy.",joy
3957,"I went to see a movie and I went with a friend, it was really 
frightening and it made me stop and think about the world around 
me and what it is really like out there. I was frightened all 
that night.",fear
